3,32,1555389646.98071,1555389646.99804,1555389646.99703,1555389646.99287,,
4,32,1555389647.01199,1555389647.02963,1555389647.02867,1555389647.02658,,
5,32,1555389647.04341,1555389647.06112,1555389647.06018,1555389647.0605,,
6,32,1555389647.07475,1555389647.09267,1555389647.09179,1555389647.09213,,
7,32,1555389647.10627,1555389647.1244,1555389647.12338,1555389647.12363,,
8,32,1555389647.13778,1555389647.15576,1555389647.15499,1555389647.15512,,
9,32,1555389647.16929,1555389647.18762,1555389647.18663,1555389647.18673,,
10,32,1555389647.20073,1555389647.21923,1555389647.21834,1555389647.21829,,
11,32,1555389647.23217,1555389647.25061,1555389647.25008,1555389647.24972,,
12,32,1555389647.26368,1555389647.28197,1555389647.28183,1555389647.28123,,
13,32,1555389647.29521,1555389647.31347,1555389647.31332,1555389647.31275,,
14,32,1555389647.32652,1555389647.34515,1555389647.3448,1555389647.34504,,
15,32,1555389647.35786,1555389647.37679,1555389647.37619,1555389647.37661,,
16,32,1555389647.38923,1555389647.4082,1555389647.40765,1555389647.41237,,
17,32,1555389647.42052,1555389647.43954,1555389647.43926,1555389647.4439,,
18,32,1555389647.45173,1555389647.47097,1555389647.47114,1555389647.47871,,
19,32,1555389647.48323,1555389647.50247,1555389647.5028,1555389647.51024,,
20,32,1555389647.51471,1555389647.53413,1555389647.53438,1555389647.54615,,
21,32,1555389647.54605,1555389647.56587,1555389647.56596,1555389647.57743,,
22,32,1555389647.57751,1555389647.5975,1555389647.59762,1555389647.61128,,
23,32,1555389647.609,1555389647.62911,1555389647.62925,1555389647.64258,,
24,32,1555389647.6406,1555389647.66044,1555389647.66071,1555389647.67925,,
25,32,1555389647.67207,1555389647.69178,1555389647.69229,1555389647.71072,,
26,32,1555389647.70345,1555389647.72314,1555389647.72376,1555389647.74228,,
27,32,1555389647.73482,1555389647.75442,1555389647.7552,1555389647.77379,,
28,32,1555389647.76626,1555389647.78605,1555389647.78664,1555389647.80526,,
29,32,1555389647.79765,1555389647.8178,1555389647.81795,1555389647.8367,,
30,32,1555389647.82898,1555389647.84936,1555389647.8494,1555389647.86845,,
31,32,1555389647.86039,1555389647.88078,1555389647.88085,1555389647.90002,,
32,32,1555389647.89175,1555389647.91215,1555389647.91206,1555389647.93159,,
33,32,1555389647.92319,1555389647.94357,1555389647.94341,1555389647.96877,,
34,32,1555389647.95465,1555389647.97499,1555389647.97472,1555389648.00138,,
35,32,1555389647.98608,1555389648.00636,1555389648.00618,1555389648.03272,,
36,32,1555389648.01731,1555389648.03806,1555389648.03763,1555389648.06947,,
37,32,1555389648.04878,1555389648.0728,1555389648.06896,1555389648.10098,,
38,32,1555389648.0802,1555389648.10458,1555389648.10009,1555389648.13727,,
39,32,1555389648.11145,1555389648.13602,1555389648.13134,1555389648.16884,,
40,32,1555389648.14279,1555389648.16743,1555389648.1625,1555389648.2041,,
41,32,1555389648.17417,1555389648.19881,1555389648.19381,1555389648.23557,,
42,32,1555389648.20562,1555389648.23017,1555389648.22509,1555389648.26862,,
43,32,1555389648.23717,1555389648.26169,1555389648.25653,1555389648.29996,,
44,32,1555389648.26874,1555389648.29326,1555389648.28813,1555389648.33611,,
45,32,1555389648.30016,1555389648.32476,1555389648.31973,1555389648.36772,,
46,32,1555389648.33145,1555389648.35626,1555389648.35107,1555389648.40345,,
47,32,1555389648.36286,1555389648.38774,1555389648.38273,1555389648.43509,,
48,32,1555389648.39441,1555389648.41912,1555389648.41426,1555389648.46832,,
49,32,1555389648.42604,1555389648.45058,1555389648.44577,1555389648.50002,,
0,32,1555389695.84741,1555389695.85255,1555389695.85134,1555389695.86393,1555389695.88404,
1,32,1555389695.87892,1555389695.88406,1555389695.88283,1555389695.89527,1555389695.91794,
2,32,1555389695.9103,1555389695.91547,1555389695.91416,1555389695.92662,1555389695.94957,
3,32,1555389695.94174,1555389695.94681,1555389695.9456,1555389695.95833,1555389695.9809,
4,32,1555389695.97317,1555389695.97808,1555389695.97707,1555389695.98977,1555389696.01219,
5,32,1555389696.00445,1555389696.0095,1555389696.00899,1555389696.02109,1555389696.04601,
6,32,1555389696.03584,1555389696.04086,1555389696.04041,1555389696.05253,1555389696.07762,
7,32,1555389696.06731,1555389696.0722,1555389696.07177,1555389696.08401,1555389696.10916,
8,32,1555389696.0989,1555389696.10367,1555389696.10304,1555389696.11551,1555389696.14071,
9,32,1555389696.13076,1555389696.13521,1555389696.13459,1555389696.14697,1555389696.17226,
10,32,1555389696.1623,1555389696.16655,1555389696.16611,1555389696.17844,1555389696.20424,
11,32,1555389696.19383,1555389696.19801,1555389696.19755,1555389696.20991,1555389696.23648,
12,32,1555389696.22563,1555389696.22942,1555389696.22901,1555389696.24148,1555389696.26803,
13,32,1555389696.25731,1555389696.26077,1555389696.26135,1555389696.27262,1555389696.29968,
14,32,1555389696.28872,1555389696.29216,1555389696.29264,1555389696.30404,1555389696.33132,
15,32,1555389696.32031,1555389696.32341,1555389696.32385,1555389696.33542,1555389696.36278,
16,32,1555389696.35184,1555389696.35461,1555389696.35499,1555389696.36663,1555389696.39435,
17,32,1555389696.3834,1555389696.38601,1555389696.38633,1555389696.39802,1555389696.4259,
18,32,1555389696.41479,1555389696.41736,1555389696.41777,1555389696.42928,1555389696.46037,
19,32,1555389696.44631,1555389696.4486,1555389696.44895,1555389696.46053,1555389696.49185,
20,32,1555389696.47781,1555389696.47996,1555389696.48025,1555389696.49184,1555389696.52335,
21,32,1555389696.5097,1555389696.51134,1555389696.51166,1555389696.52353,1555389696.55494,
22,32,1555389696.54112,1555389696.54251,1555389696.54297,1555389696.55487,1555389696.58638,
23,32,1555389696.57268,1555389696.57387,1555389696.57429,1555389696.58608,1555389696.61963,
24,32,1555389696.60422,1555389696.60523,1555389696.6056,1555389696.61733,1555389696.65107,
25,32,1555389696.6357,1555389696.63662,1555389696.63689,1555389696.64853,1555389696.68253,
26,32,1555389696.66716,1555389696.66798,1555389696.66817,1555389696.68006,1555389696.71423,
27,32,1555389696.69855,1555389696.69937,1555389696.69992,1555389696.71123,1555389696.76128,
28,32,1555389696.73006,1555389696.73104,1555389696.73139,1555389696.74247,1555389696.79279,
29,32,1555389696.76176,1555389696.76245,1555389696.76287,1555389696.77363,1555389696.82408,
30,32,1555389696.79325,1555389696.79416,1555389696.79445,1555389696.80481,1555389696.85547,
31,32,1555389696.82486,1555389696.82562,1555389696.82603,1555389696.83612,1555389696.88697,
32,32,1555389696.85633,1555389696.85706,1555389696.85762,1555389696.86746,1555389696.92132,
33,32,1555389696.8877,1555389696.88833,1555389696.88916,1555389696.89884,1555389696.95267,
34,32,1555389696.91903,1555389696.91967,1555389696.92049,1555389696.93019,1555389696.98398,
35,32,1555389696.9505,1555389696.95088,1555389696.95192,1555389696.96149,1555389697.01535,
36,32,1555389696.98196,1555389696.98223,1555389696.98339,1555389696.99292,1555389697.04684,
37,32,1555389697.01347,1555389697.01371,1555389697.01519,1555389697.02431,1555389697.07831,
38,32,1555389697.04489,1555389697.04522,1555389697.0466,1555389697.05569,1555389697.10963,
39,32,1555389697.07627,1555389697.07675,1555389697.078,1555389697.08711,1555389697.14113,
40,32,1555389697.10765,1555389697.10824,1555389697.10941,1555389697.11854,1555389697.17266,
41,32,1555389697.13902,1555389697.13959,1555389697.14079,1555389697.15,1555389697.20424,
42,32,1555389697.17037,1555389697.17094,1555389697.17227,1555389697.18134,1555389697.23576,
43,32,1555389697.20179,1555389697.20239,1555389697.20376,1555389697.21263,1555389697.26726,
44,32,1555389697.23329,1555389697.23378,1555389697.23529,1555389697.24388,1555389697.29878,
45,32,1555389697.26483,1555389697.26512,1555389697.26677,1555389697.27525,1555389697.33016,
46,32,1555389697.2964,1555389697.29631,1555389697.29831,1555389697.307,1555389697.36153,
47,32,1555389697.32793,1555389697.32784,1555389697.32981,1555389697.33847,1555389697.39301,
48,32,1555389697.35944,1555389697.35926,1555389697.36121,1555389697.36984,1555389697.42459,
49,32,1555389697.39099,1555389697.42169,1555389697.39276,1555389697.40139,1555389697.45624,
0,32,1555389735.48738,1555389735.5026,1555389735.4988,1555389735.5261,1555389735.5027,1555389735.50686
1,32,1555389735.51882,1555389735.53425,1555389735.53038,1555389735.55769,1555389735.53437,1555389735.53888
2,32,1555389735.55039,1555389735.56579,1555389735.5617,1555389735.58928,1555389735.56592,1555389735.57077
3,32,1555389735.58222,1555389735.59787,1555389735.59293,1555389735.6207,1555389735.59765,1555389735.60276
4,32,1555389735.61372,1555389735.62939,1555389735.6243,1555389735.65213,1555389735.62942,1555389735.63467
5,32,1555389735.64525,1555389735.66098,1555389735.65573,1555389735.68369,1555389735.66095,1555389735.66657
6,32,1555389735.67668,1555389735.69259,1555389735.68709,1555389735.71518,1555389735.69249,1555389735.69835
7,32,1555389735.70814,1555389735.72431,1555389735.71846,1555389735.74679,1555389735.72402,1555389735.73006
8,32,1555389735.73969,1555389735.75581,1555389735.74989,1555389735.77821,1555389735.75562,1555389735.76191
9,32,1555389735.7711,1555389735.78734,1555389735.7814,1555389735.80975,1555389735.78717,1555389735.79374
10,32,1555389735.80261,1555389735.81887,1555389735.81298,1555389735.84128,1555389735.81873,1555389735.82579
11,32,1555389735.83413,1555389735.85144,1555389735.84429,1555389735.87289,1555389735.85031,1555389735.85781
12,32,1555389735.86565,1555389735.88294,1555389735.87565,1555389735.90449,1555389735.88187,1555389735.88993
13,32,1555389735.89722,1555389735.91453,1555389735.90698,1555389735.93615,1555389735.91356,1555389735.92166
14,32,1555389735.92866,1555389735.94605,1555389735.93824,1555389735.96773,1555389735.94506,1555389735.95337
15,32,1555389735.96003,1555389735.9777,1555389735.96969,1555389735.99914,1555389735.9766,1555389735.98524
16,32,1555389735.99171,1555389736.00931,1555389736.00153,1555389736.03065,1555389736.00812,1555389736.01709
17,32,1555389736.02324,1555389736.04089,1555389736.03292,1555389736.06268,1555389736.03972,1555389736.04882
18,32,1555389736.05483,1555389736.07255,1555389736.06422,1555389736.0944,1555389736.07128,1555389736.08065
19,32,1555389736.08642,1555389736.10427,1555389736.0956,1555389736.12595,1555389736.10284,1555389736.11248
20,32,1555389736.11806,1555389736.1358,1555389736.12723,1555389736.15759,1555389736.1344,1555389736.14441
21,32,1555389736.1496,1555389736.16732,1555389736.15854,1555389736.18934,1555389736.16597,1555389736.17624
22,32,1555389736.18124,1555389736.19892,1555389736.18984,1555389736.22092,1555389736.19751,1555389736.20793
23,32,1555389736.21291,1555389736.23051,1555389736.22121,1555389736.25247,1555389736.2292,1555389736.23955
24,32,1555389736.24447,1555389736.26327,1555389736.25244,1555389736.28407,1555389736.26083,1555389736.27098
25,32,1555389736.27611,1555389736.29475,1555389736.28391,1555389736.31554,1555389736.2924,1555389736.30266
26,32,1555389736.30822,1555389736.3262,1555389736.31529,1555389736.34708,1555389736.32396,1555389736.33458
27,32,1555389736.33979,1555389736.35771,1555389736.34667,1555389736.37847,1555389736.35551,1555389736.36626
28,32,1555389736.3713,1555389736.38933,1555389736.37794,1555389736.41069,1555389736.38716,1555389736.39825
29,32,1555389736.40281,1555389736.42092,1555389736.4093,1555389736.44247,1555389736.41874,1555389736.43009
30,32,1555389736.43441,1555389736.45303,1555389736.44046,1555389736.47416,1555389736.45035,1555389736.46184
31,32,1555389736.46606,1555389736.48465,1555389736.4718,1555389736.50576,1555389736.48187,1555389736.49347
32,32,1555389736.49771,1555389736.51613,1555389736.50312,1555389736.53737,1555389736.51351,1555389736.52504
33,32,1555389736.5293,1555389736.54768,1555389736.53451,1555389736.56896,1555389736.54514,1555389736.557
34,32,1555389736.56092,1555389736.57925,1555389736.56583,1555389736.60053,1555389736.5767,1555389736.5888
35,32,1555389736.59257,1555389736.6107,1555389736.59708,1555389736.632,1555389736.6082,1555389736.62052
36,32,1555389736.6241,1555389736.64224,1555389736.62839,1555389736.66365,1555389736.63985,1555389736.65224
37,32,1555389736.65571,1555389736.6738,1555389736.65981,1555389736.69537,1555389736.6715,1555389736.68423
38,32,1555389736.68742,1555389736.70531,1555389736.69118,1555389736.72688,1555389736.70309,1555389736.71618
39,32,1555389736.71911,1555389736.73678,1555389736.72251,1555389736.75867,1555389736.73471,1555389736.74803
40,32,1555389736.75081,1555389736.7683,1555389736.75388,1555389736.79045,1555389736.76645,1555389736.7798
41,32,1555389736.78247,1555389736.79988,1555389736.78515,1555389736.82209,1555389736.79791,1555389736.81169
42,32,1555389736.8142,1555389736.83145,1555389736.81644,1555389736.85369,1555389736.8295,1555389736.84351
43,32,1555389736.84592,1555389736.8631,1555389736.84782,1555389736.88525,1555389736.8611,1555389736.87535
44,32,1555389736.87756,1555389736.89493,1555389736.87919,1555389736.91685,1555389736.89274,1555389736.907
45,32,1555389736.90927,1555389736.92794,1555389736.91046,1555389736.94857,1555389736.92428,1555389736.93893
46,32,1555389736.94089,1555389736.95945,1555389736.94175,1555389736.98041,1555389736.95578,1555389736.97095
47,32,1555389736.97255,1555389736.99086,1555389736.97306,1555389737.01221,1555389736.98731,1555389737.00296
48,32,1555389737.0042,1555389737.02221,1555389737.00441,1555389737.04402,1555389737.01882,1555389737.03496
49,32,1555389737.03602,1555389737.05361,1555389737.036,1555389737.0757,1555389737.05043,1555389737.06682
